,AAPL,AAPL,AAPL,AAPL,AAPL,ADBE,ADBE,ADBE,ADBE,ADBE,CRM,CRM,CRM,CRM,CRM,CSCO,CSCO,CSCO,CSCO,CSCO,FTEC,FTEC,FTEC,FTEC,FTEC,INTC,INTC,INTC,INTC,INTC,MA,MA,MA,MA,MA,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,PYPL,PYPL,PYPL,PYPL,PYPL,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20 00:00:00-05:00,265.54,266.083,260.4,263.22,22181038.0,299.41,302.05,297.05,300.1,1567729.0,163.44,166.34,162.25,164.64,7418590.0,45.69,45.74,44.93,45.07,15951493.0,69.3,69.5,68.51,69.03,311776.0,58.26,58.36,57.3664,57.91,14554949.0,285.0,287.73,282.86,285.27,2338064.0,150.07,150.84,148.46,149.62,21902456.0,207.07,214.55,206.5643,211.175,11341947.0,105.22,105.38,103.12,104.17,4846381.0,182.31,183.22,180.35,181.65,4886103.0
2019-11-21 00:00:00-05:00,263.71,264.005,261.18,262.01,25411879.0,298.99,300.35,296.62,298.81,1276985.0,165.32,165.91,162.21,162.86,5211985.0,45.13,45.15,44.69,44.84,16820105.0,69.0,69.0,68.5624,68.73,152398.0,57.49,58.3,57.41,58.23,13431255.0,284.6,286.52,283.59,284.5,2431698.0,149.4,149.8,148.501,149.49,14384044.0,211.0,213.24,209.31,210.19,6865669.0,103.0,104.47,102.15,102.51,6736310.0,181.17,181.81,179.315,179.87,4363345.0
2019-11-22 00:00:00-05:00,262.59,263.18,260.84,261.84,14021695.0,299.59,299.92,295.8,299.4,1293612.0,162.98,163.49,161.38,162.78,3199013.0,45.15,45.17,44.69,44.85,16533773.0,68.91,69.01,68.3885,68.65,150559.0,58.34,58.65,57.49,57.62,12559645.0,284.83,285.36,281.21,282.79,2158173.0,150.07,150.3,148.82,149.63,12377419.0,211.09,212.9633,209.94,210.89,5113482.0,102.92,103.23,100.72,101.82,5822594.0,180.13,180.47,178.35,179.47,3722205.0
2019-11-25 00:00:00-05:00,262.71,266.44,262.52,266.42,15137109.0,300.48,305.45,300.48,305.32,1862267.0,163.78,164.65,161.45,161.65,4484905.0,45.0,45.55,44.93,45.46,15363899.0,68.97,69.69,68.8,69.68,235658.0,58.0,58.84,58.0,58.815,11808567.0,284.0,288.99,283.7,287.6,2997392.0,150.0,151.35,149.92,151.2247,14939388.0,216.04,221.41,215.52,221.23,12011468.0,102.38,104.57,102.06,104.46,6535276.0,180.4,181.35,180.11,180.94,4080610.0
2019-11-26 00:00:00-05:00,266.94,267.16,262.5,264.1,14750632.0,305.0,309.06,304.89,307.9,2024537.0,161.56,162.61,161.31,162.46,3326863.0,45.53,45.77,45.25,45.31,14265027.0,69.68,69.8967,69.63,69.7,173001.0,58.95,59.13,58.45,58.91,17583863.0,288.5,290.6538,287.82,289.28,2907423.0,151.36,152.42,151.32,152.0,13923585.0,220.5,220.6897,216.74,217.08,7839542.0,104.8,106.78,104.5,106.19,8278507.0,181.65,182.92,181.5594,182.46,4258507.0
2019-11-27 00:00:00-05:00,265.58,267.98,265.31,267.8999,14331120.0,308.5,309.17,305.74,309.13,1258129.0,161.92,162.8303,161.11,161.48,2908154.0,45.36,45.415,44.9259,45.24,12683679.0,69.94,70.1387,69.768,70.1387,255965.0,58.53,58.59,57.905,58.53,12009228.0,289.03,292.0,289.0,291.79,1922743.0,152.33,152.5,151.52,152.34,12201412.0,218.67,220.05,217.18,218.24,4912918.0,106.89,108.24,106.8,107.75,6994586.0,183.0,184.54,182.257,184.39,4382646.0
2019-11-29 00:00:00-05:00,266.6,268.0,265.9,267.18,9036105.0,308.59,310.0,308.0,309.61,963202.0,161.61,163.41,161.32,162.91,2046178.0,45.24,45.54,45.15,45.32,7793580.0,69.97,70.065,69.82,69.87,78764.0,58.15,58.295,57.79,58.06,6084835.0,290.23,293.0,290.23,292.52,1261895.0,152.1,152.3,151.28,151.38,8401568.0,217.0,218.14,215.78,216.74,3252052.0,107.97,108.39,106.9,108.01,3964248.0,183.93,184.83,183.36,184.61,2489139.0
2019-12-02 00:00:00-05:00,267.32,268.25,263.45,264.09,19070546.0,309.22,309.9,299.51,302.75,2460770.0,162.72,163.02,158.1,161.09,4225650.0,45.2,45.21,44.67,44.71,14532043.0,69.81,69.81,68.58,68.88,264704.0,58.55,58.69,57.47,57.66,15497810.0,289.91,290.27,283.8907,286.77,2285977.0,151.81,151.83,148.32,149.55,21363735.0,216.46,217.0,208.64,209.16,8728188.0,107.98,108.13,104.65,106.26,6014827.0,183.86,184.125,179.87,181.9,5195509.0
2019-12-03 00:00:00-05:00,258.31,259.53,256.29,259.52,25772086.0,298.24,304.46,297.32,303.81,1434129.0,156.96,161.85,156.19,161.65,5125845.0,44.4,44.49,43.74,44.29,17575745.0,67.69,68.32,67.45,68.285,324792.0,56.86,56.86,55.75,56.08,23454324.0,282.2,287.595,281.5,287.09,2141734.0,147.5,149.43,146.65,149.32,20179656.0,201.87,207.82,200.37,207.67,11141074.0,105.0,106.13,104.51,105.58,7511302.0,179.9,182.14,179.66,181.93,3983455.0
2019-12-04 00:00:00-05:00,261.07,263.31,260.68,261.74,14623003.0,305.0,305.33,301.28,302.51,1332513.0,160.38,160.69,154.5,156.49,16807841.0,44.52,44.55,43.86,43.88,15842074.0,68.71,68.77,68.4541,68.545,171037.0,56.66,56.66,55.86,56.0,16732316.0,288.5,289.62,286.12,286.88,2235850.0,150.14,150.1799,149.2,149.83,15235784.0,211.14,211.92,208.27,209.41,6475667.0,106.29,106.29,104.655,104.98,7356202.0,182.66,182.8,180.47,180.65,5477342.0
2019-12-05 00:00:00-05:00,263.79,265.89,262.73,265.58,15381351.0,303.13,304.24,301.0,303.02,1443958.0,155.74,158.92,155.25,158.23,6407255.0,44.05,44.1,43.4,43.53,20368699.0,68.77,68.82,68.45,68.72,142156.0,56.41,56.41,55.76,56.08,15513968.0,287.95,290.95,286.4,289.98,1855135.0,150.05,150.32,149.48,149.92,12243910.0,210.3,210.93,207.5083,208.74,4174637.0,105.45,105.5,104.11,104.6,5082417.0,181.25,182.03,180.07,181.99,3858564.0
2019-12-06 00:00:00-05:00,267.48,271.0,267.3,270.7,23057888.0,306.2,306.745,303.16,306.32,1434821.0,158.1,159.5,157.59,158.01,4344570.0,43.89,44.06,43.65,43.83,14880503.0,69.3,69.53,69.2014,69.5,324959.0,56.66,56.99,56.42,56.8,14045959.0,292.31,292.5,289.68,290.32,2013274.0,150.99,151.87,150.27,151.75,13020323.0,211.52,213.49,211.12,212.18,5289152.0,104.79,105.3435,104.16,104.29,4524432.0,182.74,183.28,181.34,182.14,5646867.0
2019-12-09 00:00:00-05:00,270.0,270.8,264.91,266.92,27858494.0,308.91,310.91,306.7,307.05,2337339.0,157.38,158.9,157.06,157.48,3278407.0,43.89,44.37,43.75,43.9,14213719.0,69.4,69.55,69.1,69.1,211993.0,56.54,56.96,56.5,56.52,10775639.0,289.19,290.96,288.2606,289.04,1519791.0,151.07,152.21,150.91,151.36,11759878.0,211.25,214.37,210.9,212.12,4433848.0,104.6,105.1,103.6,103.78,4794262.0,181.9,183.26,181.3,182.91,4162539.0
2019-12-10 00:00:00-05:00,268.6,270.07,265.86,268.62,20404044.0,306.62,309.03,304.1,304.17,1844447.0,157.01,157.67,156.17,156.44,3635954.0,43.85,44.18,43.8,44.105,17673848.0,69.23,69.44,68.98,69.1,164606.0,56.71,56.83,56.44,56.61,14252195.0,289.0,290.17,287.71,288.6,1744452.0,151.26,151.89,150.765,151.17,13714977.0,213.46,216.06,211.26,213.99,5905576.0,103.77,104.13,103.26,103.63,4601928.0,182.55,183.15,181.9,182.32,3660346.0
2019-12-11 00:00:00-05:00,268.81,271.1,268.5,270.74,17110774.0,305.15,305.38,301.48,303.72,2318305.0,156.84,156.88,155.48,156.38,3992545.0,44.36,44.45,44.15,44.28,14040989.0,69.3,69.6,69.158,69.5843,160192.0,56.91,57.17,56.58,57.06,18162254.0,289.76,290.32,288.11,289.93,1904182.0,151.54,151.87,150.33,151.69,15282616.0,214.4,217.56,214.3,217.35,5145198.0,103.72,105.87,103.5902,105.45,4566402.0,183.07,183.08,181.19,181.85,3564256.0
2019-12-12 00:00:00-05:00,267.79,272.5599,267.321,271.46,30907462.0,303.0,306.5838,300.72,305.73,2241439.0,155.77,158.99,155.31,158.59,4762280.0,44.545,45.77,44.41,45.64,23803544.0,69.41,70.33,69.25,70.27,247710.0,56.75,58.05,56.61,57.55,25540361.0,289.9,292.745,288.27,292.17,2190549.0,151.65,153.44,151.02,153.23,20551376.0,216.18,224.8,215.82,224.11,9462900.0,105.21,106.2199,104.13,105.66,4745753.0,181.66,183.33,180.83,182.63,4724837.0
2019-12-13 00:00:00-05:00,271.46,275.3,270.93,275.26,29835265.0,314.0,321.7299,313.74,316.89,5772593.0,158.86,161.49,158.55,161.1,5073017.0,45.91,46.05,45.2,45.305,19973055.0,70.26,70.8699,70.0501,70.7,351759.0,57.55,58.34,57.38,57.79,19219099.0,290.79,296.53,289.8,296.12,2659086.0,153.0035,154.89,152.83,154.54,20029179.0,224.19,228.98,221.82,223.99,10390811.0,105.83,107.905,105.52,107.67,5420546.0,182.5,185.52,182.04,185.18,5390200.0
2019-12-16 00:00:00-05:00,276.99,280.79,276.98,279.86,26824132.0,319.27,325.25,319.27,323.87,3047098.0,160.85,162.74,160.82,161.95,4628906.0,45.8,46.59,45.8,45.989,17920301.0,71.23,71.6,71.23,71.34,306276.0,58.21,58.57,57.65,57.68,14587549.0,298.11,299.48,296.855,296.97,2792209.0,155.28,155.9,154.82,155.54,17940213.0,225.9,228.0642,224.77,225.2,7747889.0,108.4,109.828,108.35,109.58,6042886.0,186.33,186.82,185.768,186.25,4463455.0
2019-12-17 00:00:00-05:00,279.57,281.77,278.8,280.42,24453671.0,325.04,325.08,321.75,322.85,1693308.0,162.0,162.37,159.74,161.64,4152547.0,46.22,46.52,45.93,46.44,15793866.0,71.47,71.47,71.08,71.2,197323.0,58.0,58.1,57.13,57.3,18164596.0,298.5,298.5,293.77,295.39,2122965.0,155.45,155.71,154.45,154.79,17861887.0,225.9,229.2,225.52,228.3,7117490.0,109.83,109.83,107.67,108.49,6000485.0,186.5,186.78,184.1,185.45,4722221.0
2019-12-18 00:00:00-05:00,279.8,281.9,279.12,279.71,23226186.0,322.1,326.82,322.0066,324.38,1679306.0,161.8,163.28,161.48,161.48,3291037.0,46.52,46.755,46.25,46.63,16133720.0,71.3,71.46,71.16,71.22,198205.0,57.39,57.455,56.94,57.18,18093739.0,295.2,297.3,294.86,295.02,1540623.0,154.24,155.48,154.18,154.37,14573536.0,229.69,231.94,229.35,229.42,7645152.0,108.86,109.47,107.76,107.79,4678628.0,185.52,186.44,184.93,185.02,3994870.0
2019-12-19 00:00:00-05:00,279.61,281.18,278.95,280.03,17642770.0,324.38,327.96,324.26,327.65,1822921.0,161.59,163.34,160.83,163.32,2786315.0,47.15,47.99,47.11,47.89,23881148.0,71.24,71.7,71.24,71.7,168078.0,57.17,57.99,56.965,57.97,13755723.0,294.49,298.18,294.11,297.6,1713047.0,154.01,155.77,153.75,155.71,17948908.0,230.9,236.0,230.7,235.5,10274416.0,107.8,108.94,107.46,108.89,4445355.0,184.5,186.58,184.5,186.52,3316267.0
2019-12-20 00:00:00-05:00,282.23,282.65,278.56,279.28,34326205.0,328.37,330.0,325.62,327.6,2974614.0,164.73,165.17,163.63,164.51,5497765.0,48.25,48.37,47.42,47.44,29291975.0,71.91,71.99,71.7527,71.9,290818.0,58.32,59.05,57.89,58.95,30377567.0,300.55,300.55,296.81,298.56,3609094.0,157.35,158.49,156.29,157.39,38348544.0,238.13,240.39,237.355,239.39,11476995.0,109.28,109.62,108.13,108.76,6812121.0,187.6,188.17,186.3,187.99,6115607.0
2019-12-23 00:00:00-05:00,280.53,284.25,280.3735,283.97,18737610.0,328.83,329.88,327.26,328.97,1606352.0,164.04,164.87,163.35,163.755,3225855.0,47.55,48.3,47.422,48.1,16311873.0,72.16,72.29,72.01,72.14,325347.0,59.06,59.78,59.04,59.23,13749540.0,298.74,299.83,297.1,297.32,1786440.0,158.12,158.12,157.27,157.41,12502738.0,240.8,241.81,238.39,238.82,7478903.0,109.05,109.45,108.38,108.59,3334047.0,188.15,188.41,187.0,187.11,3372567.0
2019-12-24 00:00:00-05:00,284.69,284.89,282.9197,284.2762,9678447.0,329.0,331.54,328.68,329.64,893824.0,163.31,163.8421,162.875,163.27,994717.0,48.16,48.245,47.65,47.78,6437941.0,72.23,72.25,71.96,72.16,175444.0,59.25,59.48,59.16,59.42,4810194.0,297.96,298.31,296.6,297.48,548600.0,157.43,157.71,157.115,157.39,5197207.0,238.2,239.31,236.82,238.62,3327083.0,108.64,109.26,108.38,108.7,1463925.0,187.1,188.02,186.91,187.6,1424832.0
2019-12-26 00:00:00-05:00,284.78,289.98,284.7,289.91,20772521.0,329.63,331.28,329.63,331.2,854495.0,163.4,164.53,163.27,164.51,1769434.0,47.78,48.0,47.65,47.84,8073942.0,72.31,72.6923,72.25,72.6923,166548.0,59.41,59.85,59.35,59.82,7963604.0,298.11,299.3725,297.8,299.29,1011768.0,157.56,158.73,157.4,158.67,8748285.0,238.76,240.32,238.0,239.14,4228507.0,109.13,109.75,108.57,109.74,2837114.0,187.89,189.18,187.7,189.17,3050706.0
2019-12-27 00:00:00-05:00,291.12,293.97,288.12,289.83,32927275.0,332.88,332.88,329.7701,330.79,996031.0,164.86,165.46,163.9,164.98,2567392.0,47.99,48.05,47.68,47.77,8548750.0,72.97,72.97,72.4751,72.64,239504.0,59.91,60.48,59.9,60.09,11551294.0,300.0,301.53,298.18,300.63,1629530.0,159.45,159.55,158.22,158.95,12779354.0,239.8,240.34,235.81,236.87,5735838.0,110.1665,110.18,108.9,109.4,2915660.0,189.74,189.8862,188.471,189.38,4662914.0
2019-12-30 00:00:00-05:00,289.46,292.69,285.22,291.647,33920736.0,330.35,330.465,325.165,328.45,1691090.0,164.86,164.94,161.2,162.46,2691935.0,47.75,47.88,47.29,47.6,10453336.0,72.64,72.65,71.6301,72.2107,388721.0,59.99,60.05,59.38,59.63,10443425.0,300.83,301.05,295.28,297.75,2023930.0,158.9865,159.02,156.73,157.68,13421755.0,235.99,236.2,231.06,232.31,5500250.0,109.52,109.6,107.73,107.96,3237041.0,189.31,189.4799,187.12,187.86,3674515.0
2019-12-31 00:00:00-05:00,289.93,293.68,289.52,293.37,21437960.0,327.42,329.94,326.25,329.76,1176729.0,162.04,163.26,161.8,162.65,2455185.0,47.54,47.98,47.41,47.95,11447308.0,71.97,72.5,71.86,72.49,309817.0,59.62,59.93,59.36,59.82,10484152.0,296.3,298.93,295.77,298.47,1630059.0,156.77,157.77,156.45,157.49,12292639.0,230.9,235.675,230.13,235.35,4810130.0,107.54,108.45,107.2,108.21,2749299.0,187.06,188.0,186.54,187.9,3506421.0
2020-01-02 00:00:00-05:00,296.24,300.6,295.19,300.58,30589026.0,330.0,334.48,329.17,334.48,1775052.0,163.92,167.07,163.58,167.05,4537586.0,48.06,48.42,47.88,48.42,14812243.0,73.11,73.77,72.92,73.77,696563.0,60.24,60.97,60.22,60.84,14521740.0,300.46,303.53,299.5045,303.46,2853017.0,158.74,160.73,158.33,160.73,18902080.0,238.75,239.91,236.72,239.86,5456281.0,109.47,111.21,109.275,110.75,5821845.0,189.0,191.14,188.72,191.14,5240901.0
2020-01-03 00:00:00-05:00,297.15,300.58,296.5,297.38,31609363.0,329.92,332.98,328.69,331.71,1351875.0,165.06,166.77,165.0,166.17,2508386.0,47.91,48.135,47.48,47.64,12915948.0,72.81,73.49,72.6,73.1,523590.0,59.81,60.7,59.81,60.09,12172717.0,299.46,302.42,298.6,300.45,1984980.0,158.32,159.945,158.06,158.59,17126482.0,235.1,237.83,234.1,236.04,4713120.0,109.58,110.42,108.77,108.77,6014509.0,188.15,190.96,187.92,189.61,3752535.0
2020-01-06 00:00:00-05:00,293.79,299.96,292.75,299.78,27487207.0,328.29,333.91,328.19,333.71,1459776.0,165.0,173.67,164.45,173.4234,8106864.0,47.14,47.82,47.01,47.8,13420019.0,72.34,73.27,72.18,73.2397,746460.0,59.59,60.195,59.33,59.93,13443716.0,297.36,301.33,296.025,301.17,2926667.0,157.08,159.1,156.51,159.02,15146928.0,232.32,237.27,231.27,237.03,5799284.0,107.57,110.22,107.44,110.16,4918643.0,188.0,189.21,187.163,189.16,4880802.0
2020-01-07 00:00:00-05:00,299.84,300.9,297.48,298.27,24353387.0,334.15,334.79,332.305,333.51,2314669.0,173.23,176.87,172.09,176.04,7671294.0,47.72,47.72,47.1,47.5,12507100.0,73.33,73.54,73.1,73.2074,409369.0,59.78,59.8,58.89,58.925,18473418.0,301.74,303.38,299.88,300.38,2560927.0,159.32,159.67,157.32,157.6,18085496.0,238.2,241.77,236.39,239.94,7318144.0,111.5,111.56,109.53,109.68,5733408.0,189.59,190.1,188.6,188.69,3727880.0
2020-01-08 00:00:00-05:00,297.16,304.4399,297.156,303.15,28984028.0,333.81,339.23,333.4,337.92,1843860.0,175.23,178.85,174.75,177.33,6477858.0,46.97,47.785,46.81,47.515,18493464.0,73.24,74.3079,73.2,73.97,380306.0,58.89,59.32,58.52,58.97,18824917.0,300.78,306.95,300.51,305.15,2645836.0,158.93,160.8,157.9491,160.14,21760309.0,239.76,242.04,238.149,240.49,6158329.0,110.4,112.64,109.82,111.83,6686506.0,189.49,192.5,188.8,191.92,4502124.0
2020-01-09 00:00:00-05:00,307.25,310.43,306.2,309.71,38540792.0,340.14,341.8099,338.19,340.45,1325795.0,178.84,179.9,177.29,179.6,4124217.0,47.79,47.88,47.07,47.32,15583439.0,74.64,74.85,74.29,74.8281,495164.0,59.05,59.51,58.83,59.3,14684043.0,308.28,310.94,308.02,309.18,2532820.0,161.835,162.215,161.03,162.09,16590945.0,243.85,245.9297,240.855,243.02,5698393.0,112.99,113.33,111.59,112.58,5147895.0,193.0,193.9215,192.52,193.26,3866113.0
2020-01-10 00:00:00-05:00,310.6,312.67,308.25,310.37,32304453.0,342.05,343.36,339.62,339.81,1252309.0,179.84,180.68,178.69,180.23,4468374.0,47.48,47.56,47.06,47.13,11635561.0,75.13,75.23,74.54,74.6723,512652.0,59.57,60.075,58.87,58.94,13561147.0,311.58,311.95,308.74,311.18,2584076.0,162.8235,163.22,161.18,161.32,17229379.0,247.33,248.37,243.75,244.33,7332057.0,113.64,113.71,112.27,112.95,6215428.0,193.5,194.57,193.11,193.7,3805029.0
2020-01-13 00:00:00-05:00,311.66,317.07,311.15,316.97,27840727.0,341.79,345.73,341.22,345.73,1425577.0,181.26,184.45,181.13,183.75,5269665.0,47.31,47.98,47.299,47.96,16780914.0,75.0369,75.7,74.9792,75.6999,404570.0,59.16,59.775,59.08,59.58,13724513.0,313.26,315.6403,312.9047,315.26,2480510.0,161.9746,163.31,161.26,163.28,14275227.0,247.66,252.9884,246.75,251.98,7096946.0,113.97,115.88,113.86,115.28,7755087.0,194.44,195.6,194.28,195.16,4193994.0
2020-01-14 00:00:00-05:00,316.7,317.57,312.17,312.69,37279469.0,347.01,347.27,343.15,344.63,1721016.0,183.5,183.85,182.04,182.08,3538020.0,47.96,47.99,47.62,47.8,13941187.0,75.75,75.7924,75.2,75.2861,461034.0,59.49,59.74,59.185,59.44,13526802.0,316.18,316.42,309.86,310.5,3712257.0,163.39,163.6,161.72,162.15,18083058.0,250.26,251.28,246.75,247.29,8102678.0,115.515,115.59,114.12,114.65,5622725.0,196.74,196.95,195.14,196.03,4861198.0
2020-01-15 00:00:00-05:00,311.85,315.5,309.55,311.5,27936506.0,346.42,347.5,342.46,342.94,1820598.0,181.68,183.085,180.615,181.06,3178710.0,47.92,48.395,47.7649,48.03,14236311.0,75.35,75.75,75.13,75.33,442202.0,59.3,59.65,58.75,58.93,14883109.0,312.19,315.73,311.265,314.32,3093535.0,162.62,163.94,162.57,163.29,16351813.0,247.79,248.6891,244.53,245.57,6082183.0,115.14,115.95,114.61,114.84,5387196.0,197.0,200.15,196.32,199.85,6443688.0
2020-01-16 00:00:00-05:00,313.59,315.7,312.09,315.33,24013095.0,345.98,345.99,342.76,345.39,1323900.0,182.23,183.11,180.96,182.67,2268589.0,48.38,49.08,48.23,49.05,16254681.0,75.85,76.39,75.76,76.39,433399.0,59.26,59.84,59.07,59.615,16618911.0,317.5,320.33,314.99,320.3,2802734.0,164.35,166.24,164.03,166.21,17391143.0,247.72,249.17,246.775,249.0,6425872.0,115.92,116.0,114.85,115.43,4141816.0,201.0,201.5,199.78,201.0,6208795.0
2020-01-17 00:00:00-05:00,316.27,318.74,315.0,318.67,30627564.0,349.0,349.95,346.3825,349.74,1971376.0,183.18,183.34,181.36,182.19,2858666.0,49.31,49.54,48.87,49.02,20690896.0,76.74,76.8599,76.2999,76.81,569110.0,59.99,60.0,59.2403,59.6,18497007.0,321.43,324.03,319.235,323.56,3958801.0,167.41,167.4675,165.43,167.05,26200424.0,249.7,250.0,247.37,249.27,5434912.0,116.45,116.7,115.47,116.04,8259446.0,201.76,204.75,199.98,204.67,8212677.0
2020-01-21 00:00:00-05:00,317.19,319.02,316.0,316.55,44685529.0,346.37,352.37,345.62,350.0,3156952.0,181.51,186.0,181.5,185.31,9710239.0,48.96,49.2,48.67,48.81,27357318.0,76.63,77.16,76.5,76.72,1099644.0,59.81,61.25,59.77,60.54,47667929.0,322.41,325.66,321.49,322.0,8209647.0,166.68,168.19,166.43,166.49,39893384.0,247.805,249.29,246.5703,247.96,8443287.0,115.31,116.39,115.11,116.16,11028938.0,204.13,208.39,203.8,207.28,19560990.0
2020-01-22 00:00:00-05:00,318.75,319.99,317.31,317.7,44852758.0,352.6,354.28,349.96,350.05,2573027.0,185.39,186.44,182.69,182.8,7726464.0,49.28,49.53,49.04,49.05,26637288.0,77.27,77.55,76.95,77.03,1087412.0,61.04,62.85,60.97,62.78,51550760.0,324.95,326.79,324.12,324.31,5394534.0,167.4,167.49,165.68,165.69,37346441.0,249.63,253.59,249.0,250.11,10681990.0,116.73,117.45,115.47,115.49,9048157.0,207.51,210.13,207.29,207.86,11958522.0
2020-01-23 00:00:00-05:00,317.86,319.56,315.65,319.2899,41293070.0,351.02,352.16,347.85,351.81,2674001.0,183.21,184.3,181.3,184.03,6236826.0,49.0,49.175,48.413,48.995,26534196.0,77.15,77.4,76.75,77.4,618364.0,62.86,63.705,62.81,63.31,62898455.0,325.0,325.25,322.32,324.98,6018006.0,166.19,166.8,165.27,166.72,25894570.0,251.72,253.2,248.15,252.79,10606146.0,117.4,117.9398,115.8,117.895,13650532.0,207.9,208.4,205.3,206.56,12677192.0
2020-01-24 00:00:00-05:00,320.25,323.33,317.5188,318.33,67508467.0,354.0,355.69,349.2,351.37,2887929.0,185.0,186.13,181.13,182.07,8068646.0,49.22,49.48,48.5433,48.86,24113334.0,77.97,78.11,76.7,77.03,1063108.0,66.57,69.29,66.46,68.47,156695459.0,326.57,327.0872,321.66,323.53,6285868.0,167.51,167.53,164.45,165.04,42175214.0,257.5,259.5,248.3,250.55,17890525.0,118.45,119.6,116.51,116.98,13271525.0,207.42,207.99,204.21,204.97,12211872.0
2020-01-27 00:00:00-05:00,310.06,311.77,304.88,308.96,35383266.0,341.04,349.9,340.4,346.89,2351604.0,178.77,181.73,177.3,180.7,3216762.0,47.89,48.07,47.27,47.47,15403896.0,75.21,75.7283,74.7704,75.24,917384.0,66.72,67.42,65.6,65.69,26141505.0,315.1,319.36,312.5,315.7,3793142.0,161.15,163.375,160.2,162.26,22550887.0,238.24,242.25,232.23,240.18,10453296.0,113.63,115.9733,112.31,115.24,6149125.0,200.0,203.33,199.1,201.55,6137723.0
2020-01-28 00:00:00-05:00,312.6,318.4,312.19,317.76,30754951.0,349.0,355.66,347.12,354.63,1883507.0,181.14,183.855,180.3503,182.88,2364819.0,47.52,47.965,47.5033,47.77,10196803.0,75.81,76.78,75.62,76.58,420469.0,66.5,67.58,65.94,67.3,25435691.0,315.8,321.52,315.46,320.27,2817033.0,163.78,165.755,163.073,165.46,18045860.0,242.85,249.27,240.7143,248.0,6956945.0,115.83,117.21,114.7154,116.52,5237608.0,202.39,203.84,201.78,202.88,6007401.0
2020-01-29 00:00:00-05:00,324.45,327.85,321.38,324.32,49204103.0,356.6965,356.6965,351.36,351.65,1311908.0,184.0,184.1,181.62,181.77,2407511.0,47.97,47.98,46.93,47.06,12101750.0,77.1403,77.24,76.4549,76.69,395397.0,67.63,68.06,66.17,66.34,15737759.0,323.0,324.44,316.77,320.33,3696113.0,167.84,168.75,165.69,168.18,26399583.0,247.39,248.84,243.94,245.54,5816450.0,117.47,117.53,115.16,116.6921,7444074.0,204.3,205.92,202.5128,204.89,5877989.0
2020-01-30 00:00:00-05:00,320.65,324.09,318.75,323.8762,29239643.0,349.6935,356.82,349.6935,356.66,1592255.0,180.9,185.94,180.54,185.68,3313873.0,46.54,47.27,46.26,47.24,13360787.0,76.55,77.33,76.19,77.29,372866.0,65.64,66.5,64.93,66.47,15379627.0,319.0,324.7,318.01,324.45,3027578.0,174.025,174.05,170.79,172.74,46786619.0,241.61,246.35,239.4,245.81,6749835.0,112.79,117.2,112.42,117.12,12254549.0,204.0,208.5,203.32,208.1294,7070130.0
2020-01-31 00:00:00-05:00,320.95,322.68,308.29,309.33,46153891.0,355.84,355.84,348.296,351.14,2174264.0,184.86,186.03,180.79,182.25,3470551.0,46.99,47.0,45.84,45.96,15243103.0,76.92,76.9899,74.921,75.1997,777233.0,65.8,65.98,63.67,63.9,21386180.0,323.14,324.46,314.5,315.84,4029378.0,172.36,172.4,169.58,170.17,30721335.0,243.91,244.45,234.75,236.45,8263860.0,116.75,117.32,113.15,113.87,7961375.0,201.49,203.98,198.26,198.96,13424378.0
2020-02-03 00:00:00-05:00,304.3,313.49,302.22,308.71,40308612.0,353.1,358.67,352.29,358.09,1996196.0,183.26,185.874,181.85,185.39,3761369.0,46.4,46.825,46.21,46.53,12350181.0,75.26,76.2849,75.2,76.15,491744.0,64.455,65.04,64.3,64.42,13388475.0,318.8,325.48,318.43,324.46,3280065.0,170.43,174.5,170.4,174.39,24512662.0,235.7,241.1111,235.45,240.33,5804392.0,114.3,117.24,114.05,116.52,6188508.0,199.94,202.26,199.85,200.82,8071491.0
2020-02-04 00:00:00-05:00,315.31,319.64,313.6345,318.86,30865583.0,363.43,367.444,360.45,366.77,2478294.0,188.0,189.69,186.65,188.3,3380005.0,47.22,47.7074,47.11,47.62,11015867.0,77.43,78.2571,77.25,78.15,493263.0,65.76,66.06,64.92,65.47,18116439.0,328.24,331.74,326.29,329.11,3547238.0,177.13,180.64,176.31,180.13,31785900.0,246.0,247.9,244.02,247.14,5917343.0,118.04,120.34,117.3,120.08,6170843.0,203.5,204.92,202.2272,203.56,7339801.0
2020-02-05 00:00:00-05:00,323.52,324.76,318.95,321.58,27021726.0,373.99,374.475,362.31,365.7,2070747.0,190.4,190.55,182.86,185.48,5444750.0,48.33,48.6,48.15,48.47,14246645.0,79.38,79.38,77.94,78.5,661952.0,66.69,67.6,66.13,67.37,20249247.0,335.0,335.0,324.17,328.31,3164543.0,184.03,184.2,178.4101,179.94,34336157.0,251.99,252.4,247.41,250.7968,4767078.0,121.2,122.19,118.891,119.75,6766875.0,205.5,205.6,199.95,202.77,7532439.0
