,AAPL,AAPL,AAPL,AAPL,AAPL,ADBE,ADBE,ADBE,ADBE,ADBE,CRM,CRM,CRM,CRM,CRM,CSCO,CSCO,CSCO,CSCO,CSCO,FTEC,FTEC,FTEC,FTEC,FTEC,INTC,INTC,INTC,INTC,INTC,MA,MA,MA,MA,MA,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,PYPL,PYPL,PYPL,PYPL,PYPL,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20 00:00:00-04:00,151.5,151.74,150.19,150.35,13385671.0,149.1,150.1,148.35,149.94,1103505.0,89.82,90.63,89.42,90.55,2882208.0,31.96,32.05,31.76,31.87,14336279.0,45.17,45.17,44.8501,45.09,162828.0,34.54,34.84,34.475,34.76,10640454.0,128.4,128.84,127.935,128.62,1720807.0,74.17,74.3,73.28,74.25,28766579.0,165.95,167.51,163.9121,167.51,15699254.0,58.77,59.38,58.43,59.09,6620699.0,99.11,99.138,97.93,98.47,6488716.0
2017-07-21 00:00:00-04:00,149.99,150.44,148.88,150.3,17696752.0,149.3,150.4,148.9102,149.52,1127446.0,90.34,90.63,89.54,89.69,2402628.0,31.83,32.03,31.705,31.84,11509433.0,44.93,45.0416,44.85,44.9851,89306.0,34.6,34.82,34.395,34.73,14555325.0,128.53,130.2,128.32,129.26,2985239.0,73.52,74.29,73.17,73.75,38068728.0,166.86,169.3,166.09,168.03,14085863.0,59.01,59.33,58.59,58.66,6035801.0,99.6,100.49,99.09,99.5798,13804481.0
2017-07-24 00:00:00-04:00,150.58,152.44,149.9,152.11,16205032.0,149.37,149.95,149.035,149.57,969019.0,89.65,89.81,88.96,89.705,1866011.0,31.86,31.925,31.66,31.86,9559067.0,45.04,45.22,44.93,45.18,171128.0,34.76,34.8,34.38,34.5,12440846.0,129.39,129.9,128.6,129.69,2120129.0,73.53,73.75,73.13,73.61,16612296.0,168.39,168.78,165.72,166.17,14229669.0,58.9,59.07,58.34,58.6,5192916.0,99.55,100.42,99.14,100.35,5930980.0
2017-07-25 00:00:00-04:00,151.8,153.84,151.8,152.75,15013054.0,149.82,149.82,148.14,148.21,1122057.0,89.73,90.82,89.24,90.63,2535529.0,31.9,32.25,31.88,32.13,12888322.0,45.08,45.2,44.9039,45.12,174812.0,34.55,34.735,34.4,34.66,13661932.0,130.0,130.18,129.22,129.99,1894328.0,73.8,74.31,73.5,74.199,17659800.0,165.22,165.93,163.581,165.35,10232432.0,58.83,58.83,58.19,58.27,6872488.0,100.65,100.85,99.8,100.0,5745764.0
2017-07-26 00:00:00-04:00,153.35,153.93,153.06,153.5,11524332.0,148.62,149.83,148.42,149.78,851729.0,90.59,91.2,90.15,91.07,2742340.0,32.12,32.225,31.51,31.66,16283258.0,45.27,45.5,45.07,45.2,98871.0,34.7,34.97,34.59,34.75,13341457.0,129.92,131.18,129.76,131.07,2655196.0,74.34,74.38,73.81,74.05,12663330.0,167.68,169.927,165.85,167.21,13596104.0,58.5,58.94,57.9,58.77,10362593.0,100.01,100.985,99.86,100.86,5723126.0
2017-07-27 00:00:00-04:00,153.78,153.99,147.3,150.55,27513361.0,149.87,150.37,144.28,146.24,2188698.0,91.25,92.13,89.09,90.5175,2887254.0,31.73,31.7502,31.21,31.57,18577133.0,45.47,45.47,44.25,44.77,322584.0,34.78,35.25,34.67,34.95,28387136.0,132.0,132.1989,126.55,129.0,3833409.0,73.76,74.42,72.32,73.15,27247287.0,168.17,168.74,157.56,161.74,16470118.0,60.92,61.3,57.6921,60.16,19796805.0,100.97,101.18,98.55,99.56,8857627.0
2017-07-28 00:00:00-04:00,149.94,150.23,149.19,149.49,13769301.0,145.77,147.24,144.5,146.73,922039.0,90.0,91.12,89.7,90.61,1555301.0,31.52,31.6,31.26,31.51,13818268.0,44.55,44.83,44.51,44.74,122958.0,35.11,35.86,35.0,35.3,31476271.0,128.96,129.99,127.31,127.9,4255754.0,72.72,73.31,72.54,73.03,13851619.0,160.29,165.38,159.28,164.4,10737737.0,59.8,60.71,59.04,59.19,8446067.0,99.12,99.59,98.51,99.18,5523413.0
2017-07-31 00:00:00-04:00,149.9,150.33,148.13,148.77,14889914.0,146.33,146.91,145.06,146.5,1355205.0,90.81,91.05,89.87,90.81,2193300.0,31.54,31.59,31.37,31.46,14287497.0,44.84,44.8803,44.4418,44.53,258381.0,35.46,35.74,35.32,35.48,17505101.0,128.0,128.45,127.4,127.88,2355614.0,73.3,73.44,72.41,72.72,17128584.0,164.94,166.4,160.62,162.51,11492048.0,59.37,59.64,58.52,58.55,5542952.0,99.5,100.0,99.14,99.57,5727600.0
2017-08-01 00:00:00-04:00,149.1,150.22,148.41,150.05,21068988.0,147.15,147.65,146.52,147.36,1108487.0,91.37,91.78,90.89,91.26,2293724.0,31.55,31.66,31.43,31.64,10850232.0,44.66,44.75,44.561,44.74,98785.0,35.64,36.43,35.57,36.3532,34263136.0,128.6,129.98,128.5,129.46,3201149.0,73.04,73.42,72.49,72.55,15903866.0,162.125,164.56,161.0,164.4826,8895234.0,59.0,59.39,58.79,59.34,7428347.0,100.36,101.065,99.96,100.86,5003696.0
2017-08-02 00:00:00-04:00,159.28,159.75,156.16,157.15,56749144.0,147.46,147.57,144.52,147.13,1446829.0,91.35,91.35,88.99,89.87,3014620.0,31.55,31.57,31.25,31.5,13620678.0,45.19,45.19,44.47,44.81,156978.0,36.29,36.67,36.055,36.64,28615787.0,129.74,130.61,129.18,130.47,2774723.0,72.52,72.56,71.445,72.245,22675078.0,165.75,165.91,161.27,164.27,10052663.0,59.67,59.71,58.44,59.1,5412019.0,101.03,101.25,100.24,101.22,4415278.0
2017-08-03 00:00:00-04:00,157.05,157.21,155.02,155.51,22089302.0,147.47,147.98,145.68,147.8,1009820.0,90.0,90.43,89.42,90.34,1841255.0,31.59,31.72,31.43,31.56,12018438.0,44.82,44.85,44.5909,44.7,102557.0,36.5,36.59,36.15,36.48,21711335.0,130.4,130.57,129.24,129.87,1744664.0,72.19,72.44,71.845,72.14,14856283.0,164.37,166.63,163.68,166.48,9371502.0,59.17,59.28,58.3676,58.45,5005561.0,100.94,101.095,100.33,100.64,4089594.0
2017-08-04 00:00:00-04:00,156.07,157.4,155.69,156.34,17331799.0,148.25,148.62,147.27,147.7,1011391.0,90.61,90.87,90.25,90.43,1487524.0,31.65,31.91,31.58,31.78,14351508.0,44.79,44.9,44.65,44.73,93619.0,36.55,36.56,36.1,36.29,16449568.0,130.22,130.25,129.44,129.8,1501018.0,72.4,73.04,72.24,72.66,19598667.0,167.4,170.07,166.48,167.163,13045266.0,58.6,58.93,58.32,58.85,5013489.0,100.96,101.34,100.61,100.89,3471039.0
2017-08-07 00:00:00-04:00,157.06,158.92,156.6701,158.79,17348586.0,147.74,148.9,147.54,148.41,1077044.0,90.55,90.7,90.12,90.49,1044948.0,31.79,31.8799,31.69,31.825,9905863.0,44.85,45.03,44.78,45.01,143672.0,36.4,36.55,36.22,36.41,13864084.0,129.99,130.495,129.55,130.33,1105760.0,72.8,72.9,72.26,72.4,14859602.0,168.39,172.37,168.0,172.32,15633528.0,59.18,59.64,58.84,59.61,4231157.0,100.92,101.535,100.59,101.47,3591532.0
2017-08-08 00:00:00-04:00,158.61,161.83,158.27,160.1,31403180.0,148.14,148.86,146.36,147.8,1044204.0,90.18,90.89,89.54,90.25,1717157.0,31.75,32.0,31.6,31.67,12105067.0,44.95,45.3299,44.84,44.95,171998.0,36.37,36.7,36.3,36.41,18814709.0,130.13,130.31,129.3,129.84,1590181.0,72.09,73.13,71.75,72.78,16958136.0,173.89,174.56,168.71,170.28,16098730.0,59.61,59.88,59.25,59.47,5248675.0,101.5,101.715,100.93,101.26,4230067.0
2017-08-09 00:00:00-04:00,159.26,161.27,159.11,161.1,22294726.0,146.68,148.4986,146.5,148.3,803293.0,89.69,90.47,89.62,90.12,2507025.0,31.55,31.675,31.36,31.625,14115430.0,44.67,44.9416,44.6,44.9306,163114.0,36.28,36.66,36.02,36.59,20202367.0,129.09,130.03,128.77,129.73,1298416.0,72.25,72.51,72.05,72.45,16809135.0,168.43,172.15,167.67,172.1,11137456.0,58.97,59.73,58.59,59.66,4874425.0,100.78,101.3,100.643,100.94,5795473.0
2017-08-10 00:00:00-04:00,159.9,160.0,154.63,155.32,32603524.0,147.23,147.74,144.72,144.94,1268897.0,89.67,89.92,87.55,87.65,2956587.0,31.56,31.56,31.0,31.01,19835443.0,44.69,44.7399,43.93,43.94,259059.0,36.4,36.56,36.11,36.12,19433989.0,129.17,129.41,127.59,127.68,1872519.0,71.95,72.19,71.35,71.42,18839204.0,172.16,172.66,164.33,164.76,22646251.0,59.24,59.35,57.81,58.02,7366333.0,100.54,100.88,99.43,99.51,7065120.0
2017-08-11 00:00:00-04:00,156.6,158.5728,156.07,157.49,22197629.0,145.65,147.1,144.18,146.48,940385.0,87.55,88.66,87.26,88.31,2371137.0,31.23,31.545,31.04,31.48,18313885.0,44.01,44.41,43.98,44.3,165715.0,36.17,36.4,35.79,35.86,15587192.0,128.16,129.42,127.86,128.56,1890349.0,71.57,72.7,71.28,72.51,17762519.0,157.14,159.0,152.91,155.85,30693709.0,57.85,58.25,57.58,58.04,5901251.0,99.55,100.3,99.53,100.11,4336980.0
2017-08-14 00:00:00-04:00,159.32,160.21,158.75,159.78,17981174.0,147.81,149.5,147.56,149.13,750259.0,89.29,90.65,89.1,90.26,3001183.0,31.69,31.89,31.56,31.83,18347698.0,44.74,45.07,44.7,45.01,127457.0,36.12,36.47,36.08,36.34,13547103.0,129.23,131.29,129.17,130.99,2197899.0,73.06,73.72,72.95,73.59,15180242.0,159.67,168.55,159.2,168.45,28150593.0,58.61,59.2763,58.271,59.05,5300909.0,100.98,102.11,100.75,101.83,4518778.0
2017-08-15 00:00:00-04:00,160.66,162.195,160.14,161.64,24469208.0,149.56,150.65,148.41,150.35,771217.0,90.35,91.11,90.09,90.7,1839671.0,31.85,32.21,31.84,32.1,21682006.0,45.14,45.19,44.97,45.12,159021.0,36.3,36.32,35.815,35.99,16073136.0,131.42,131.99,130.95,131.6,1639551.0,73.59,73.59,73.04,73.23,10965532.0,168.61,169.67,165.59,166.96,16703767.0,59.28,59.98,59.23,59.69,5238606.0,102.36,102.78,101.97,102.635,4266392.0
2017-08-16 00:00:00-04:00,161.98,162.51,160.15,160.92,22709694.0,150.7,151.99,149.76,151.82,1054852.0,91.05,92.4,90.82,92.22,3395026.0,32.07,32.4652,32.06,32.355,24302285.0,45.23,45.45,45.12,45.25,116121.0,36.03,36.07,35.56,35.81,17771226.0,132.17,132.63,131.8129,132.42,1472535.0,73.34,74.1,73.17,73.66,15159634.0,167.59,168.54,163.84,165.13,12997157.0,59.95,60.7,59.6,60.28,4900927.0,102.77,103.93,102.64,103.34,6485068.0
2017-08-17 00:00:00-04:00,160.52,160.71,157.84,157.86,22787527.0,151.66,151.72,148.19,148.23,1465876.0,92.0,92.49,90.745,90.86,2757842.0,31.5,31.77,30.85,31.03,46821794.0,45.12,45.1799,44.38,44.3847,198932.0,35.6,35.68,35.17,35.17,15922932.0,132.16,132.5,130.82,130.95,2024051.0,73.58,73.87,72.4,72.41,17771980.0,164.81,165.5,161.38,161.47,11243245.0,60.15,60.28,59.29,59.29,5593035.0,103.3,103.5322,102.16,102.21,4664531.0
2017-08-18 00:00:00-04:00,157.86,159.5,156.72,157.51,23038087.0,147.74,148.6862,147.12,147.96,1219380.0,90.82,91.35,90.2801,90.74,2416161.0,31.0,31.06,30.36,30.365,31694658.0,44.4,44.64,44.18,44.36,215559.0,35.29,35.31,34.99,35.01,13269284.0,130.56,131.97,130.36,131.16,1992902.0,72.27,72.84,71.93,72.5,15495517.0,163.62,164.36,159.64,161.58,12914810.0,59.36,59.82,58.94,59.44,3629626.0,102.08,103.09,101.94,102.52,4221966.0
2017-08-21 00:00:00-04:00,157.5,157.89,155.1101,157.16,21205042.0,148.05,149.33,147.57,149.25,900223.0,90.95,91.8,90.57,91.72,2646493.0,30.37,30.795,30.36,30.69,21037951.0,44.35,44.4044,44.019,44.3412,103666.0,35.09,35.28,34.7,34.92,15753469.0,131.35,132.09,131.13,131.95,1324028.0,72.47,72.48,71.7,72.14,13536876.0,162.27,162.95,157.37,159.14,13192760.0,59.33,59.65,58.755,59.395,3267020.0,102.59,103.35,102.33,103.22,3893194.0
2017-08-22 00:00:00-04:00,158.23,160.0,158.02,159.78,16593254.0,150.14,152.59,150.14,152.24,1376206.0,92.43,93.44,92.05,92.95,7892760.0,30.84,31.33,30.75,31.26,20507600.0,44.55,45.0,44.55,44.98,151480.0,35.01,35.19,34.62,34.65,21677288.0,132.51,134.24,132.28,133.83,1654274.0,72.35,73.24,72.35,73.15,11259616.0,160.49,162.79,159.71,162.5,9698314.0,59.72,61.0,59.44,60.83,4447130.0,103.44,104.2,103.14,104.07,4155863.0
2017-08-23 00:00:00-04:00,159.07,160.47,158.88,159.99,14898407.0,152.18,152.18,150.75,151.1,927610.0,92.14,94.63,91.3,93.11,9800945.0,31.21,31.4,30.91,30.93,18444560.0,44.74,44.966,44.7,44.88,75472.0,34.54,34.81,34.38,34.66,13962574.0,133.18,133.48,132.67,133.09,1400786.0,72.96,73.15,72.53,72.73,9356129.0,161.17,166.25,160.85,165.78,11371630.0,60.3,60.51,59.82,60.05,3616264.0,103.77,103.97,102.99,103.16,3835944.0
2017-08-24 00:00:00-04:00,160.43,160.74,158.55,159.31,16082379.0,151.22,151.83,149.17,150.82,929107.0,93.7,94.31,93.35,94.14,4500705.0,30.95,31.4,30.9,31.25,16261204.0,45.01,45.04,44.65,44.88,74024.0,34.7,34.89,34.55,34.7,10944646.0,133.23,133.46,131.98,132.96,1408257.0,72.74,72.86,72.07,72.7,10980606.0,167.1,167.28,164.12,165.2,10172069.0,60.23,60.43,59.11,59.99,3134887.0,103.32,103.5014,102.64,103.22,3135507.0
2017-08-25 00:00:00-04:00,159.65,160.56,159.27,159.86,16889605.0,152.0,153.0,150.92,151.45,800938.0,93.95,95.23,93.87,94.13,4591590.0,31.37,31.8,31.36,31.46,16144412.0,45.03,45.15,44.78,44.81,108601.0,34.82,34.93,34.58,34.68,10229422.0,133.3,133.6,132.56,132.75,1393287.0,72.84,73.35,72.48,72.83,10479523.0,166.17,166.58,163.55,163.81,7318603.0,60.33,60.58,59.61,59.98,3208341.0,103.65,103.88,103.155,103.43,3539518.0
2017-08-28 00:00:00-04:00,160.14,162.0,159.93,161.47,19034161.0,151.87,152.5,151.19,151.79,572482.0,94.08,94.19,92.85,93.66,3654102.0,31.6,31.66,31.41,31.54,9905861.0,44.94,45.02,44.7807,44.96,69979.0,34.78,34.8,34.59,34.65,11390032.0,133.0,134.0,132.71,133.87,1404562.0,73.06,73.09,72.55,72.83,8558552.0,164.58,165.1,162.33,164.96,7667650.0,60.31,60.53,59.81,60.53,2868872.0,103.65,103.83,103.2625,103.76,2814561.0
2017-08-29 00:00:00-04:00,160.1,163.12,160.0,162.92,24838782.0,150.55,152.76,150.01,152.16,705061.0,92.75,94.12,92.5,93.83,2643400.0,31.28,31.6299,31.19,31.49,11624484.0,44.59,45.21,44.5,45.15,91782.0,34.51,34.75,34.455,34.73,13769490.0,133.1,134.21,132.741,133.84,1548546.0,72.28,73.16,72.05,73.06,8783514.0,162.59,165.58,162.261,164.7,6835114.0,59.82,61.16,59.63,61.01,3637461.0,102.92,104.07,102.64,103.72,6091481.0
2017-08-30 00:00:00-04:00,163.8,163.89,162.61,163.33,21970902.0,152.05,154.26,151.89,153.73,1014275.0,93.83,95.18,93.59,94.86,2974888.0,31.47,32.2,31.42,32.0,19893904.0,45.2,45.58,45.13,45.55,109168.0,34.74,34.96,34.63,34.9,11153147.0,133.93,134.24,133.48,133.91,2126756.0,72.97,74.2099,72.8293,74.0,12136966.0,165.5,166.13,164.27,165.65,7889349.0,61.05,61.86,60.89,61.76,4542462.0,103.67,104.0,103.52,103.81,5026748.0
2017-08-31 00:00:00-04:00,163.64,164.52,163.48,163.97,20894075.0,154.36,155.36,154.35,155.17,1228471.0,94.94,95.66,94.35,95.46,3243089.0,32.1,32.34,31.99,32.22,22856867.0,45.66,45.95,45.6321,45.89,235647.0,34.94,35.18,34.87,35.07,11909873.0,134.2,134.5,133.28,133.34,3185575.0,74.03,74.96,73.8,74.78,18870821.0,166.5,169.6,166.2,169.44,11679007.0,62.0,62.029,61.17,61.67,4656283.0,104.06,104.19,103.025,103.53,6868783.0
2017-09-01 00:00:00-04:00,164.8,164.94,163.63,164.04,14075739.0,155.76,156.06,154.38,155.06,870026.0,95.75,96.17,95.19,96.0,2949288.0,32.22,32.345,32.03,32.31,13092620.0,46.01,46.04,45.8,45.88,146271.0,35.24,35.39,35.07,35.09,9258119.0,133.84,133.9,133.14,133.21,1933945.0,74.64,74.74,73.64,73.92,16579991.0,169.95,171.9,169.6,170.39,9645699.0,61.98,62.23,61.3831,61.45,2569156.0,104.04,104.08,103.44,103.9,3435595.0
2017-09-05 00:00:00-04:00,163.68,164.25,160.56,162.08,25106163.0,154.83,155.41,153.31,154.28,849535.0,95.36,96.49,95.13,96.19,3248879.0,32.15,32.245,31.455,31.62,20379444.0,45.74,45.83,45.15,45.48,235941.0,35.02,35.33,34.93,35.03,15950738.0,132.84,132.93,131.68,132.66,2136184.0,73.34,73.89,72.98,73.63,18166527.0,168.38,168.5843,163.5625,165.92,15386175.0,61.26,61.75,60.58,61.27,4462105.0,103.4,103.47,102.26,103.04,5194794.0
2017-09-06 00:00:00-04:00,162.71,162.99,160.52,161.92,17058790.0,154.95,155.555,153.61,153.74,860825.0,96.16,96.32,95.25,95.79,2629868.0,31.76,31.91,31.63,31.87,11913978.0,45.64,45.646,45.2913,45.53,141567.0,35.22,35.94,35.11,35.77,21157284.0,132.99,133.66,132.59,132.91,2831791.0,73.77,74.04,73.35,73.4,11715714.0,167.24,167.8,164.4,165.8,8700835.0,61.74,61.99,60.9,61.25,4246915.0,103.35,103.745,103.1,103.16,4200204.0
2017-09-07 00:00:00-04:00,162.09,162.24,160.36,161.27,18577751.0,154.49,155.885,153.64,155.49,1042886.0,96.09,97.52,95.88,96.74,3721385.0,31.96,31.97,31.74,31.76,10753659.0,45.65,45.81,45.52,45.77,99460.0,35.88,35.95,35.33,35.53,12676683.0,136.08,138.64,135.65,136.72,4538928.0,73.68,74.6,73.6,74.36,14330274.0,166.45,167.89,164.95,166.59,7767862.0,61.33,62.13,61.28,62.0,4141248.0,103.71,105.44,103.61,104.61,5416940.0
2017-09-08 00:00:00-04:00,160.86,161.15,158.53,158.63,21135081.0,155.24,155.88,154.29,155.37,1032143.0,96.62,97.19,96.38,96.43,2035109.0,31.68,31.78,31.46,31.48,12701068.0,45.72,45.72,45.35,45.38,205238.0,35.42,35.54,35.08,35.18,11104446.0,136.22,137.74,136.06,137.27,3578794.0,74.33,74.44,73.84,74.0,10963312.0,166.11,166.71,162.71,163.68,10679629.0,61.94,62.0,61.1,61.13,3893906.0,104.33,104.77,104.06,104.44,4659655.0
2017-09-11 00:00:00-04:00,160.5,162.05,159.89,161.49,24593152.0,156.59,157.89,156.38,156.87,1227888.0,96.95,98.22,96.95,97.73,3848353.0,31.74,32.3,31.67,32.21,16512976.0,45.76,46.09,45.74,46.05,100220.0,35.47,36.0,35.14,35.78,13209444.0,139.36,141.99,139.18,141.99,4410980.0,74.31,74.945,74.31,74.74,12341402.0,165.54,169.4325,165.32,168.93,11785100.0,61.71,63.26,61.62,62.64,5970316.0,105.48,106.15,105.15,106.1347,4976177.0
2017-09-12 00:00:00-04:00,162.61,163.96,158.77,160.85,63257432.0,156.76,157.2152,154.92,156.31,1220546.0,97.59,97.62,96.15,96.82,3905097.0,32.25,32.47,32.19,32.42,13757244.0,46.22,46.2399,45.952,46.13,189943.0,35.84,36.34,35.74,36.09,14123265.0,142.66,143.52,141.81,142.44,3081255.0,74.72,75.24,74.37,74.67,11049704.0,170.0,170.0,166.97,169.61,8763226.0,62.96,63.12,62.15,62.56,4977915.0,106.65,106.65,105.76,106.18,4228188.0
2017-09-13 00:00:00-04:00,159.87,159.96,157.91,159.62,37745780.0,155.8,156.7,155.39,156.17,859551.0,96.89,96.9,95.36,95.58,4869934.0,32.23,32.39,31.96,32.18,16815099.0,46.09,46.09,45.91,46.09,108585.0,36.0,36.4,35.97,36.33,11576921.0,142.02,142.13,139.54,140.1,2863158.0,74.93,75.23,74.55,75.2,10329656.0,168.42,171.54,167.28,170.35,11699281.0,62.47,62.75,61.58,62.01,5223003.0,106.26,106.26,105.24,105.8,4277236.0
2017-09-14 00:00:00-04:00,158.99,159.4,158.09,158.27,17796547.0,155.37,156.2,154.68,154.91,1110645.0,95.38,95.74,94.51,95.37,3336627.0,31.91,32.22,31.91,32.18,14091699.0,45.92,46.12,45.7803,45.9,108819.0,36.19,36.695,36.16,36.48,11541745.0,139.5,141.8,139.37,141.51,3418764.0,74.99,75.49,74.52,74.77,11175124.0,168.82,172.56,167.8,169.39,11104820.0,62.04,62.37,61.71,62.24,4543710.0,105.5,106.835,105.5,106.1,6054995.0
2017-09-15 00:00:00-04:00,158.47,160.97,158.0,159.88,32782759.0,154.77,155.19,153.56,154.43,1891730.0,95.35,95.62,94.17,94.655,3244639.0,32.2,32.5,32.12,32.43,22396094.0,45.82,46.02,45.69,45.96,128119.0,36.53,37.08,36.22,36.96,23127520.0,142.32,142.69,139.81,141.58,4561980.0,74.78,75.39,74.07,75.29,28082035.0,172.63,180.11,172.63,180.1,29258112.0,62.27,62.8,61.96,62.51,6219575.0,105.74,106.14,104.95,105.23,8268794.0
2017-09-18 00:00:00-04:00,160.11,160.5,157.995,158.64,21048941.0,155.01,156.3,154.37,155.78,1980656.0,94.94,96.18,94.74,95.75,3024822.0,32.43,32.66,32.26,32.53,13630049.0,46.02,46.2082,45.8679,45.99,156439.0,37.0,37.33,36.8,37.01,15449704.0,141.66,141.69,140.51,141.55,2023219.0,75.26,75.97,75.04,75.16,13840684.0,185.17,191.2,184.86,187.59,36438050.0,62.62,63.5299,62.52,62.91,6134599.0,105.35,105.52,104.62,104.85,5761001.0
2017-09-19 00:00:00-04:00,159.51,159.77,158.44,158.72,15561722.0,156.3,157.05,155.81,156.67,2780119.0,95.97,96.2122,95.16,95.34,2852269.0,32.46,32.65,32.395,32.49,10247744.0,46.11,46.24,45.97,46.15,206790.0,37.24,37.295,37.02,37.23,16561193.0,141.93,143.59,141.87,142.62,3376299.0,75.21,75.71,75.01,75.44,11163658.0,185.62,189.85,184.615,187.36,18829562.0,63.01,63.925,62.96,63.82,6282842.0,105.09,105.93,104.83,105.42,8248169.0
2017-09-20 00:00:00-04:00,157.9,158.26,153.83,156.05,42348570.0,151.98,152.4,149.0,149.92,7520023.0,95.08,95.36,94.05,95.19,2580295.0,32.58,32.75,32.39,32.61,14849280.0,46.17,46.17,45.6,45.91,148360.0,37.23,37.29,36.655,37.06,14084112.0,142.27,143.0719,141.42,142.22,2005146.0,75.35,75.55,74.31,74.92,15379769.0,187.42,189.42,184.21,185.83,14435990.0,63.99,64.87,63.83,64.75,9960076.0,105.5,105.765,104.461,104.935,5576880.0
2017-09-21 00:00:00-04:00,155.8,155.8,152.75,153.41,30401653.0,150.38,151.25,148.3,149.38,3622890.0,94.82,95.1,94.17,94.87,1656744.0,32.68,32.9,32.5,32.7,16817641.0,45.93,45.93,45.51,45.66,77975.0,36.99,37.27,36.85,37.21,14900284.0,141.69,142.18,141.19,141.73,2177207.0,75.11,75.24,74.11,74.22,13079669.0,181.64,182.7,177.61,180.76,22895716.0,64.68,64.95,63.905,64.62,5221316.0,105.0,105.61,104.65,105.33,3664448.0
2017-09-22 00:00:00-04:00,152.02,152.27,150.56,151.76,39677086.0,148.69,149.5,147.85,148.4,2253938.0,94.79,95.35,94.555,94.93,1662266.0,32.7,33.53,32.64,33.38,24115957.0,45.54,45.75,45.4911,45.72,101497.0,36.95,37.22,36.95,37.16,17335526.0,141.5,142.4,141.5,141.91,1205491.0,73.99,74.51,73.85,74.36,10927391.0,180.3,182.31,178.6,178.97,10661045.0,64.33,65.24,64.11,65.09,5610455.0,105.21,105.68,105.06,105.55,2899034.0
2017-09-25 00:00:00-04:00,149.98,151.83,149.16,150.56,36684440.0,148.39,148.71,143.95,144.58,3715748.0,94.87,94.89,92.11,92.46,4799356.0,33.3,33.84,33.2,33.73,24788096.0,45.58,45.58,44.871,45.08,208661.0,37.05,37.23,36.85,37.17,14886960.0,142.07,142.1,138.44,138.59,4357949.0,74.09,74.25,72.92,73.27,17336711.0,177.67,177.8,170.16,170.95,17249739.0,65.0,65.0,62.365,63.52,11786897.0,105.5,105.6524,102.7499,103.0,7684643.0
2017-09-26 00:00:00-04:00,151.78,153.92,151.69,153.22,29052680.0,145.55,146.35,143.96,145.4,2444063.0,92.95,93.67,92.12,92.34,3070220.0,33.77,34.1,33.67,33.79,21763712.0,45.33,45.45,45.11,45.24,118492.0,37.23,37.64,37.0,37.505,23961595.0,139.02,139.38,137.75,138.35,2361292.0,73.67,73.81,72.99,73.3,12187509.0,176.45,178.68,170.35,171.96,23759581.0,63.73,63.7623,62.84,62.94,6812254.0,103.11,104.02,102.88,102.97,4695015.0
2017-09-27 00:00:00-04:00,153.8,154.7189,153.54,154.2,20316622.0,146.2,147.09,145.7535,146.43,1965881.0,92.91,93.66,92.62,93.22,2150421.0,33.78,33.92,33.3037,33.475,16334064.0,45.48,45.93,45.48,45.8,112842.0,37.62,37.69,37.1,37.53,21791118.0,138.8,140.18,138.55,139.69,2828089.0,73.62,74.17,73.17,73.85,14457694.0,175.57,176.27,172.75,175.73,15151359.0,63.41,63.75,63.1601,63.33,5556259.0,103.17,104.12,102.9,103.92,6392568.0
2017-09-28 00:00:00-04:00,153.83,154.28,152.7,153.26,18223355.0,146.06,147.32,145.3914,146.83,1164743.0,93.21,93.25,92.431,92.59,2280290.0,33.22,33.46,33.22,33.35,10501459.0,45.71,45.86,45.61,45.86,83889.0,37.32,37.88,37.29,37.85,14954180.0,139.44,140.21,138.84,140.14,2103939.0,73.49,73.97,73.31,73.86,8370838.0,176.02,176.18,173.76,175.66,8667046.0,63.62,64.055,63.11,63.93,3164274.0,103.75,104.98,103.74,104.55,4829531.0
2017-09-29 00:00:00-04:00,153.23,154.13,152.0,154.0,20561699.0,146.69,149.28,146.6,149.19,1414299.0,92.77,93.47,92.62,93.39,3532086.0,33.31,33.67,33.24,33.62,10854349.0,45.93,46.18,45.8876,46.16,239603.0,37.83,38.15,37.7,38.08,17836855.0,140.83,141.74,140.42,141.16,1679872.0,73.94,74.535,73.88,74.45,11205045.0,179.08,179.73,177.25,178.67,12622787.0,63.86,64.17,63.5,64.03,5042340.0,104.75,105.43,104.685,105.22,5630375.0
2017-10-02 00:00:00-04:00,154.26,154.45,152.72,153.81,15684788.0,149.79,150.48,147.52,147.93,1724110.0,93.72,94.84,93.45,93.94,2078242.0,33.6,33.77,33.52,33.75,12697198.0,46.25,46.4,46.0256,46.27,189007.0,38.12,39.09,38.08,39.07,31961256.0,141.9,142.93,141.47,141.99,1682447.0,74.71,75.01,74.295,74.6,11404821.0,180.8,181.98,177.0,178.93,10601096.0,64.5,65.12,64.1,64.17,4177460.0,105.54,105.99,105.1001,105.5,3677917.0
